지점,지점명,일시,기온(°C),습도(%),증기압(hPa),이슬점온도(°C),일조(hr),적설(cm),지면상태(지면상태코드),지면온도(°C)
244,임실,2023-01-18 1:00,-5.5,91,3.7,-6.7,,,,-0.7
244,임실,2023-01-18 2:00,-5.5,93,3.8,-6.4,,,,-0.6
244,임실,2023-01-18 3:00,-5.7,91,3.6,-6.9,,,,-0.8
244,임실,2023-01-18 4:00,-5.7,92,3.7,-6.7,,,,-0.9
244,임실,2023-01-18 5:00,-5.5,91,3.7,-6.7,,,,-0.9
244,임실,2023-01-18 6:00,-5.3,92,3.8,-6.4,,,,-0.7
244,임실,2023-01-18 7:00,-4.7,90,3.9,-6,,,,-0.5
244,임실,2023-01-18 8:00,-4.5,90,4,-5.8,0,,,-0.7
244,임실,2023-01-18 9:00,-3.9,88,4.1,-5.5,0,,,-0.2
244,임실,2023-01-18 10:00,-2.6,85,4.3,-4.7,0,,,0.1
244,임실,2023-01-18 11:00,0.3,78,4.9,-3,0.8,,,0.3
244,임실,2023-01-18 12:00,1.7,68,4.7,-3.5,0.7,,,0.4
244,임실,2023-01-18 13:00,2.8,61,4.6,-3.9,0.2,,,0.6
244,임실,2023-01-18 14:00,2.9,56,4.2,-5,0.3,,,0.5
244,임실,2023-01-18 15:00,2.8,51,3.8,-6.3,0.1,,,0.5
244,임실,2023-01-18 16:00,3.5,51,4,-5.7,0.5,,,0.7
244,임실,2023-01-18 17:00,1.9,59,4.2,-5.2,0.3,,,0.1
244,임실,2023-01-18 18:00,0.6,69,4.4,-4.4,0,,,0.3
244,임실,2023-01-18 19:00,-1.1,80,4.5,-4.1,,,,0.3
244,임실,2023-01-18 20:00,-2.3,84,4.3,-4.6,,,,0.3
244,임실,2023-01-18 21:00,-3,89,4.4,-4.5,,,,0.1
244,임실,2023-01-18 22:00,-3.8,92,4.2,-4.9,,,,0
244,임실,2023-01-18 23:00,-4.4,93,4.1,-5.3,,,,-0.4
244,임실,2023-01-19 0:00,-4.7,93,4,-5.6,,,,-0.8
244,임실,2023-01-19 1:00,-5.5,93,3.8,-6.4,,,,-1.1
244,임실,2023-01-19 2:00,-5.5,93,3.8,-6.4,,,,-1.3
244,임실,2023-01-19 3:00,-6.2,93,3.6,-7.1,,,,-1.5
244,임실,2023-01-19 4:00,-6.7,93,3.5,-7.6,,,,-1.6
244,임실,2023-01-19 5:00,-7.1,92,3.3,-8.1,,,,-1.8
244,임실,2023-01-19 6:00,-7.2,92,3.3,-8.2,,,,-1.9
244,임실,2023-01-19 7:00,-7.4,91,3.2,-8.6,,,,-2
244,임실,2023-01-19 8:00,-7.2,90,3.2,-8.5,0,,,-2.1
244,임실,2023-01-19 9:00,-6.3,90,3.5,-7.6,0.3,,,-1.5
245,정읍,2023-01-01 0:00,-2.5,82,4.2,-5.1,,10.1,,-3.7
245,정읍,2023-01-01 1:00,-2.1,80,4.2,-5,,10.1,,-3.6
245,정읍,2023-01-01 2:00,-1.5,79,4.3,-4.6,,10.1,,-4.1
245,정읍,2023-01-01 3:00,-2.5,85,4.3,-4.6,,10.1,,-4.5
245,정읍,2023-01-01 4:00,-2.7,87,4.4,-4.5,,10.1,,-4.2
245,정읍,2023-01-01 5:00,-1.5,85,4.7,-3.6,,10.1,,-3.6
245,정읍,2023-01-01 6:00,-1.6,86,4.7,-3.6,,10.1,,-4.3
245,정읍,2023-01-01 7:00,-2.1,88,4.6,-3.8,,10.1,,-4.4
245,정읍,2023-01-01 8:00,-2,90,4.8,-3.4,0,10.1,,-4.2
245,정읍,2023-01-01 9:00,-1.1,87,4.9,-2.9,0,10.1,,-2
245,정읍,2023-01-01 10:00,0.2,80,5,-2.8,0.9,10,,1.2
245,정읍,2023-01-01 11:00,4.5,63,5.3,-1.9,0.9,9.7,,1.9
245,정읍,2023-01-01 12:00,4.9,58,5,-2.6,1,9.6,,0.8
245,정읍,2023-01-01 13:00,4.2,63,5.2,-2.2,1,9.6,,4.2
245,정읍,2023-01-01 14:00,4.3,58,4.8,-3.2,1,9.4,,6.1
245,정읍,2023-01-01 15:00,4.1,44,3.6,-7,1,9.1,,5.8
245,정읍,2023-01-01 16:00,3.5,48,3.8,-6.5,1,9.3,,2.8
245,정읍,2023-01-01 17:00,3.1,50,3.8,-6.3,1,9.5,,0.4
245,정읍,2023-01-01 18:00,2.1,52,3.7,-6.7,0.2,9.7,,-1.7
245,정읍,2023-01-01 19:00,0.8,53,3.4,-7.7,,9.8,,-1.2
245,정읍,2023-01-01 20:00,1.1,51,3.4,-7.9,,9.8,,-1.3
245,정읍,2023-01-01 21:00,0.3,57,3.6,-7.2,,9.8,,-1.7
245,정읍,2023-01-01 22:00,-0.4,61,3.6,-7,,9.8,,-2.3
245,정읍,2023-01-01 23:00,-0.7,59,3.4,-7.7,,9.8,,-2.8
245,정읍,2023-01-02 0:00,-1.9,69,3.7,-6.8,,9.8,,-3.4
245,정읍,2023-01-02 1:00,-2.7,71,3.6,-7.2,,9.8,,-3.4
245,정읍,2023-01-02 2:00,-2.6,69,3.5,-7.5,,9.9,,-3.4
245,정읍,2023-01-02 3:00,-1.5,58,3.2,-8.7,,9.9,,-3.5
245,정읍,2023-01-02 4:00,-2.3,54,2.8,-10.3,,9.9,,-3.8
245,정읍,2023-01-02 5:00,-3.3,61,2.9,-9.7,,9.9,,-4
245,정읍,2023-01-02 6:00,-4.1,65,2.9,-9.7,,9.9,,-4.2
245,정읍,2023-01-02 7:00,-4.8,68,2.9,-9.8,,9.9,,-4.6
245,정읍,2023-01-02 8:00,-5.1,69,2.9,-9.9,0,9.9,,-5
245,정읍,2023-01-02 9:00,-3.9,62,2.8,-10.1,0.6,9.9,,-3.2
245,정읍,2023-01-02 10:00,-1.8,47,2.5,-11.6,1,9.3,,1
245,정읍,2023-01-02 11:00,-1.2,46,2.6,-11.3,0.9,9.2,,-0.1
245,정읍,2023-01-02 12:00,-0.5,46,2.7,-10.7,1,9.2,,0.3
245,정읍,2023-01-02 13:00,-0.4,50,3,-9.5,1,9.2,,1.3
245,정읍,2023-01-02 14:00,0.3,48,3,-9.4,1,9.2,,2.5
245,정읍,2023-01-02 15:00,0.1,43,2.6,-11,1,9.4,,3.4
245,정읍,2023-01-02 16:00,-0.1,51,3.1,-9,1,9.5,,0.2
245,정읍,2023-01-02 17:00,-0.9,55,3.1,-8.8,1,9.6,,-1.5
245,정읍,2023-01-02 18:00,-1.5,59,3.2,-8.4,0.2,9.8,,-2.3
245,정읍,2023-01-02 19:00,-2.1,64,3.3,-8,,9.8,,-2.4
245,정읍,2023-01-02 20:00,-2.5,67,3.4,-7.7,,9.8,,-3
245,정읍,2023-01-02 21:00,-4.3,77,3.4,-7.7,,9.9,,-3.3
245,정읍,2023-01-02 22:00,-4.5,78,3.4,-7.8,,9.9,,-3.6
245,정읍,2023-01-02 23:00,-4.8,80,3.4,-7.7,,9.9,,-3.9
245,정읍,2023-01-03 0:00,-5.3,80,3.3,-8.2,,9.9,,-4.1
245,정읍,2023-01-03 1:00,-5.6,82,3.3,-8.1,,9.9,,-4.6
245,정읍,2023-01-03 2:00,-6.3,83,3.2,-8.7,,9.9,,-4.7
245,정읍,2023-01-03 3:00,-6.6,83,3.1,-9,,9.9,,-4.7
245,정읍,2023-01-03 4:00,-6.5,84,3.1,-8.8,,9.9,,-5
245,정읍,2023-01-03 5:00,-6.4,80,3,-9.2,,9.9,,-5
245,정읍,2023-01-03 6:00,-7.2,83,3,-9.6,,9.9,,-5.7
245,정읍,2023-01-03 7:00,-6.2,80,3.1,-9,,9.9,,-5.8
245,정읍,2023-01-03 8:00,-6.6,81,3,-9.3,0,9.9,,-5.9
245,정읍,2023-01-03 9:00,-5.6,77,3.1,-8.9,0.6,9.9,,-4.5
245,정읍,2023-01-03 10:00,-2.2,62,3.2,-8.5,1,9.4,,0.3
245,정읍,2023-01-03 11:00,-0.3,56,3.3,-8,0.9,9.2,,-0.1
245,정읍,2023-01-03 12:00,0.5,52,3.3,-8.2,1,9.3,,0.8
245,정읍,2023-01-03 13:00,1.2,51,3.4,-7.8,1,9.2,,1.5
245,정읍,2023-01-03 14:00,1.6,49,3.4,-7.9,1,9.2,,1.9
245,정읍,2023-01-03 15:00,1.8,50,3.5,-7.5,1,9.3,,1.7
245,정읍,2023-01-03 16:00,1.6,53,3.6,-6.9,1,9.5,,-0.3
245,정읍,2023-01-03 17:00,1,57,3.8,-6.5,1,9.7,,-0.9
245,정읍,2023-01-03 18:00,-0.4,64,3.8,-6.3,0.3,9.9,,-1.3
245,정읍,2023-01-03 19:00,-1.3,70,3.9,-6,,9.9,,-1.7
245,정읍,2023-01-03 20:00,-2,75,4,-5.8,,9.9,,-2
245,정읍,2023-01-03 21:00,-2.5,75,3.8,-6.3,,9.9,,-2.3
245,정읍,2023-01-03 22:00,-4,78,3.6,-7.2,,9.9,,-2.6
245,정읍,2023-01-03 23:00,-3.4,66,3.1,-8.8,,10,,-2.9
245,정읍,2023-01-04 0:00,-3.9,69,3.2,-8.7,,10,,-3.3
245,정읍,2023-01-04 1:00,-4.9,70,3,-9.5,,10,,-3.5
245,정읍,2023-01-04 2:00,-5.4,73,3,-9.4,,10,,-3.8
245,정읍,2023-01-04 3:00,-6.1,72,2.8,-10.3,,10,,-4.1
245,정읍,2023-01-04 4:00,-6.2,66,2.5,-11.5,,10,,-4.3
245,정읍,2023-01-04 5:00,-6.4,70,2.7,-10.9,,10,,-4.4
245,정읍,2023-01-04 6:00,-6.2,75,2.9,-9.9,,10,,-3.4
245,정읍,2023-01-04 7:00,-5,76,3.2,-8.5,,10,,-3.2
245,정읍,2023-01-04 8:00,-3.9,66,3,-9.3,0,10,,-3.8
245,정읍,2023-01-04 9:00,-3.2,71,3.4,-7.7,0.6,10,,-3
245,정읍,2023-01-04 10:00,-1.4,67,3.7,-6.7,1,9.7,,-0.2
245,정읍,2023-01-04 11:00,1.7,61,4.2,-5,0.6,9.7,,0
245,정읍,2023-01-04 12:00,3.7,59,4.7,-3.5,0.5,9.5,,0.9
245,정읍,2023-01-04 13:00,4.6,57,4.8,-3.2,1,9.2,,1.9
245,정읍,2023-01-04 14:00,4.6,57,4.8,-3.2,0.9,9,,1.6
245,정읍,2023-01-04 15:00,4.1,60,4.9,-2.9,0.8,9,,1
245,정읍,2023-01-04 16:00,3.6,63,5,-2.7,0.5,9.1,,0.2
245,정읍,2023-01-04 17:00,2.6,68,5,-2.7,0,9.3,,-1.3
245,정읍,2023-01-04 18:00,1.6,70,4.8,-3.2,0,9.4,,-1.1
245,정읍,2023-01-04 19:00,0.3,78,4.9,-3,,9.4,,-1.2
245,정읍,2023-01-04 20:00,-1,84,4.8,-3.3,,9.5,,-1.4
245,정읍,2023-01-04 21:00,-1.4,85,4.7,-3.6,,9.5,,-1.6
245,정읍,2023-01-04 22:00,-2.2,89,4.6,-3.7,,9.5,,-1.8
245,정읍,2023-01-04 23:00,-2.2,88,4.6,-3.9,,9.5,,-1.8
245,정읍,2023-01-05 0:00,-2.2,88,4.6,-3.9,,9.6,,-2
245,정읍,2023-01-05 1:00,-2,89,4.7,-3.5,,9.6,,-2
245,정읍,2023-01-05 2:00,-2.1,88,4.6,-3.8,,9.6,,-2.3
245,정읍,2023-01-05 3:00,-2.1,89,4.7,-3.6,,9.6,,-2.4
245,정읍,2023-01-05 4:00,-2.1,86,4.5,-4.1,,9.6,,-2.2
245,정읍,2023-01-05 5:00,-2.8,89,4.4,-4.3,,9.6,,-1.8
245,정읍,2023-01-05 6:00,-1.9,87,4.6,-3.7,,9.6,,-1.6
245,정읍,2023-01-05 7:00,-1.6,86,4.7,-3.6,,9.6,,-1.5
245,정읍,2023-01-05 8:00,-1.1,85,4.8,-3.3,0,9.6,,-1.5
245,정읍,2023-01-05 9:00,-0.7,86,5,-2.7,0,9.6,,-1.1
245,정읍,2023-01-05 10:00,0.4,78,4.9,-2.9,0.4,9.4,,-0.8
245,정읍,2023-01-05 11:00,2.8,68,5.1,-2.5,0.9,9.1,,-0.1
245,정읍,2023-01-05 12:00,4.1,61,5,-2.7,1,8.9,,1.1
245,정읍,2023-01-05 13:00,5.9,55,5.1,-2.4,1,8.7,,2.3
245,정읍,2023-01-05 14:00,6.9,52,5.2,-2.2,1,8.4,,3.5
245,정읍,2023-01-05 15:00,6.7,52,5.1,-2.4,1,8.2,,2.9
245,정읍,2023-01-05 16:00,6.3,54,5.2,-2.3,1,8.2,,1.9
245,정읍,2023-01-05 17:00,5,60,5.2,-2.1,0.3,8.4,,0.1
245,정읍,2023-01-05 18:00,3.7,66,5.3,-2,0,8.5,,-1
245,정읍,2023-01-05 19:00,2.4,73,5.3,-1.9,,8.6,,-1.1
245,정읍,2023-01-05 20:00,1.4,79,5.4,-1.8,,8.6,,-1
245,정읍,2023-01-05 21:00,1.1,80,5.3,-1.9,,8.6,,-1
245,정읍,2023-01-05 22:00,0.2,84,5.2,-2.1,,8.6,,-1.2
245,정읍,2023-01-05 23:00,0.1,85,5.2,-2.1,,8.7,,-1.3
245,정읍,2023-01-06 0:00,-0.4,88,5.2,-2.1,,8.7,,-1.3
245,정읍,2023-01-06 1:00,-0.9,88,5,-2.6,,8.7,,-1.6
245,정읍,2023-01-06 2:00,-1.3,89,5,-2.8,,8.7,,-1.8
245,정읍,2023-01-06 3:00,-1.4,91,5,-2.6,,8.7,,-1.8
245,정읍,2023-01-06 4:00,-1.4,91,5,-2.6,,8.8,,-1.9
245,정읍,2023-01-06 5:00,-2.3,91,4.7,-3.5,,8.8,,-2.1
245,정읍,2023-01-06 6:00,-1.8,92,4.9,-2.9,,8.8,,-2.2
245,정읍,2023-01-06 7:00,-2.1,93,4.9,-3,,8.9,,-2.2
245,정읍,2023-01-06 8:00,-2.7,92,4.6,-3.8,0,8.9,,-2.2
245,정읍,2023-01-06 9:00,-1.6,94,5.1,-2.4,0,8.9,,-1.3
245,정읍,2023-01-06 10:00,0.1,87,5.4,-1.8,0.5,8.7,,0.3
245,정읍,2023-01-06 11:00,3.5,75,5.9,-0.5,0.9,8.6,,-0.2
245,정읍,2023-01-06 12:00,5,67,5.8,-0.6,0.6,8.4,,0.3
245,정읍,2023-01-06 13:00,6.6,61,6,-0.3,1,7.8,,2.4
245,정읍,2023-01-06 14:00,7.9,54,5.8,-0.8,1,7.1,,7.8
245,정읍,2023-01-06 15:00,7.7,53,5.6,-1.2,1,7.1,,6.7
245,정읍,2023-01-06 16:00,7.2,60,6.1,0,0.7,7,,4.2
245,정읍,2023-01-06 17:00,6.4,61,5.9,-0.5,0,7,,2.6
245,정읍,2023-01-06 18:00,5.5,63,5.7,-0.9,0,6.9,,0.9
245,정읍,2023-01-06 19:00,5.3,66,5.9,-0.5,,6.9,,1.1
245,정읍,2023-01-06 20:00,5.6,65,5.9,-0.4,,6.8,,1.2
245,정읍,2023-01-06 21:00,3.7,83,6.6,1,,6.6,,1.4
245,정읍,2023-01-06 22:00,3.6,91,7.2,2.2,,6.5,,1.1
245,정읍,2023-01-06 23:00,5.7,83,7.6,3,,6.1,,2.3
245,정읍,2023-01-07 0:00,5.1,80,7,1.9,,5.7,,1.5
245,정읍,2023-01-07 1:00,4.9,64,5.6,-1.3,,5.5,,0.9
245,정읍,2023-01-07 2:00,3.9,62,5,-2.7,,5.4,,0
245,정읍,2023-01-07 3:00,4,62,5,-2.6,,5.4,,0.3
245,정읍,2023-01-07 4:00,3.7,65,5.2,-2.2,,5.4,,-0.3
245,정읍,2023-01-07 5:00,4.3,61,5.1,-2.5,,5.4,,0.4
245,정읍,2023-01-07 6:00,4,61,5,-2.8,,5.4,,0.2
245,정읍,2023-01-07 7:00,4,61,5,-2.8,,5.4,,0.2
245,정읍,2023-01-07 8:00,3.8,57,4.6,-3.9,0,5.4,,-0.5
245,정읍,2023-01-07 9:00,3.8,59,4.8,-3.4,0,5.3,,0
245,정읍,2023-01-07 10:00,4,60,4.9,-3,0,5.2,,1.6
245,정읍,2023-01-07 11:00,5,48,4.2,-5.1,0,5.1,,2.7
245,정읍,2023-01-07 12:00,5.3,48,4.3,-4.8,0.6,4.9,,4.6
245,정읍,2023-01-07 13:00,4.9,55,4.8,-3.4,0.2,4.8,,4.8
245,정읍,2023-01-07 14:00,5.6,50,4.5,-4,0.7,4.2,,9.3
245,정읍,2023-01-07 15:00,5.2,52,4.6,-3.8,1,3.9,,7.3
245,정읍,2023-01-07 16:00,5.2,53,4.7,-3.6,1,3.7,,4.5
245,정읍,2023-01-07 17:00,4.4,56,4.7,-3.6,0.9,3.6,,2.1
245,정읍,2023-01-07 18:00,3.2,60,4.6,-3.8,0,3.7,,0.1
245,정읍,2023-01-07 19:00,3.1,60,4.6,-3.9,,3.7,,-0.9
245,정읍,2023-01-07 20:00,2.2,63,4.5,-4.1,,3.7,,-1.1
245,정읍,2023-01-07 21:00,0.8,71,4.6,-3.8,,3.7,,-1.3
245,정읍,2023-01-07 22:00,-0.4,77,4.6,-3.9,,3.7,,-1.7
245,정읍,2023-01-07 23:00,-1.3,82,4.6,-3.9,,3.7,,-1.8
245,정읍,2023-01-08 0:00,-1.6,82,4.5,-4.2,,3.7,,-1.9
245,정읍,2023-01-08 1:00,-1.7,82,4.4,-4.3,,3.7,,-2.2
245,정읍,2023-01-08 2:00,-1.4,79,4.4,-4.5,,3.7,,-2.3
245,정읍,2023-01-08 3:00,-2.1,82,4.3,-4.7,,3.7,,-2.5
245,정읍,2023-01-08 4:00,-2.2,83,4.3,-4.7,,3.8,,-2.6
245,정읍,2023-01-08 5:00,-2.5,85,4.3,-4.6,,3.8,,-2.7
245,정읍,2023-01-08 6:00,-2.9,87,4.3,-4.7,,3.8,,-2.8
245,정읍,2023-01-08 7:00,-2.6,88,4.4,-4.3,,3.8,,-3
245,정읍,2023-01-08 8:00,-3,89,4.4,-4.5,0,3.8,,-2.7
245,정읍,2023-01-08 9:00,-0.9,85,4.9,-3.1,0.5,3.8,,-1.4
245,정읍,2023-01-08 10:00,0.2,80,5,-2.8,1,3.5,,0.6
245,정읍,2023-01-08 11:00,2.7,71,5.3,-2,1,3.4,,-0.2
245,정읍,2023-01-08 12:00,4.8,63,5.4,-1.6,1,3.2,,0.4
245,정읍,2023-01-08 13:00,6.4,55,5.3,-2,1,3,,7.1
245,정읍,2023-01-08 14:00,7.3,51,5.2,-2.1,1,2.6,,8.9
245,정읍,2023-01-08 15:00,8.1,48,5.2,-2.2,1,2.4,,8.6
245,정읍,2023-01-08 16:00,8.2,42,4.6,-3.9,1,2.3,,6.3
245,정읍,2023-01-08 17:00,7.1,50,5,-2.6,0.6,2.2,,3.6
245,정읍,2023-01-08 18:00,5.4,56,5,-2.6,0,2.3,,1.1
245,정읍,2023-01-08 19:00,3.1,68,5.2,-2.2,,2.4,,-0.2
245,정읍,2023-01-08 20:00,4.2,61,5,-2.6,,2.4,,-0.8
245,정읍,2023-01-08 21:00,4.5,56,4.7,-3.5,,2.4,,-1.3
245,정읍,2023-01-08 22:00,4,64,5.2,-2.2,,2.4,,-0.9
245,정읍,2023-01-08 23:00,4.4,62,5.2,-2.2,,2.4,,-0.9
245,정읍,2023-01-09 0:00,4.9,60,5.2,-2.2,,2.4,,-1
245,정읍,2023-01-09 1:00,5.5,61,5.5,-1.4,,2.4,,-1
245,정읍,2023-01-09 2:00,5,67,5.8,-0.6,,2.4,,-1.1
245,정읍,2023-01-09 3:00,5.5,67,6.1,-0.1,,2.4,,-1
245,정읍,2023-01-09 4:00,6.5,68,6.6,1,,2.3,,-0.4
245,정읍,2023-01-09 5:00,7.2,68,6.9,1.6,,2.1,,-0.1
245,정읍,2023-01-09 6:00,7.6,69,7.2,2.2,,1.7,,0.7
245,정읍,2023-01-09 7:00,6.9,72,7.1,2.1,,1.6,,1.2
245,정읍,2023-01-09 8:00,6.1,74,7,1.8,0,1.4,,2.1
245,정읍,2023-01-09 9:00,7.4,74,7.6,3,0,1.3,,3.2
245,정읍,2023-01-09 10:00,7.5,75,7.7,3.3,0,1.2,,4.6
245,정읍,2023-01-09 11:00,8.9,74,8.4,4.5,0,1,,7.3
245,정읍,2023-01-09 12:00,9.5,75,8.8,5.2,0,0.6,,10.2
245,정읍,2023-01-09 13:00,7.6,85,8.8,5.2,0.1,0.2,,9.3
245,정읍,2023-01-09 14:00,7,79,7.8,3.5,0,0.1,,8.1
245,정읍,2023-01-09 15:00,6.1,68,6.4,0.6,0.5,,,6.7
245,정읍,2023-01-09 16:00,5.4,70,6.2,0.3,0.4,,,6.2
245,정읍,2023-01-09 17:00,4.4,67,5.6,-1.2,1,,,2.8
245,정읍,2023-01-09 18:00,2.9,63,4.8,-3.4,0.3,,,0.5
245,정읍,2023-01-09 19:00,1.8,69,4.8,-3.2,,,,-0.7
245,정읍,2023-01-09 20:00,1.4,71,4.8,-3.2,,,,-0.9
245,정읍,2023-01-09 21:00,1.4,71,4.8,-3.2,,,,-1.1
245,정읍,2023-01-09 22:00,0.2,72,4.5,-4.2,,,,-2.2
245,정읍,2023-01-09 23:00,-0.6,72,4.2,-5,,,,-2.8
245,정읍,2023-01-10 0:00,-1.4,74,4.1,-5.4,,,,-3.3
245,정읍,2023-01-10 1:00,-2.2,81,4.2,-5,,,,-3.7
245,정읍,2023-01-10 2:00,-2.8,82,4.1,-5.4,,,,-3.9
245,정읍,2023-01-10 3:00,-3.2,84,4.1,-5.5,,,,-4.3
245,정읍,2023-01-10 4:00,-3.8,85,3.9,-5.9,,,,-4.6
245,정읍,2023-01-10 5:00,-4,85,3.9,-6.1,,,,-5
245,정읍,2023-01-10 6:00,-4.8,86,3.7,-6.7,,,,-5.2
245,정읍,2023-01-10 7:00,-4.9,87,3.7,-6.7,,,,-5.5
245,정읍,2023-01-10 8:00,-5.5,87,3.5,-7.3,0,,,-5.4
245,정읍,2023-01-10 9:00,-4.3,84,3.7,-6.6,0.6,,,-3.5
245,정읍,2023-01-10 10:00,-1.4,76,4.2,-5,1,,,-0.4
245,정읍,2023-01-10 11:00,1.3,64,4.3,-4.7,1,,,-0.3
245,정읍,2023-01-10 12:00,3.1,58,4.4,-4.3,1,,,1
245,정읍,2023-01-10 13:00,4.8,53,4.6,-3.9,1,,,7.9
245,정읍,2023-01-10 14:00,5.8,54,5,-2.8,1,,,9.9
245,정읍,2023-01-10 15:00,6.7,53,5.2,-2.2,1,,,9.6
245,정읍,2023-01-10 16:00,5.9,55,5.1,-2.4,1,,,6.1
245,정읍,2023-01-10 17:00,4.6,60,5.1,-2.5,0.3,,,3.1
245,정읍,2023-01-10 18:00,3.3,62,4.8,-3.2,0,,,1
245,정읍,2023-01-10 19:00,3,65,4.9,-2.9,,,,0.3
245,정읍,2023-01-10 20:00,1.4,72,4.9,-3.1,,,,-0.8
245,정읍,2023-01-10 21:00,0.3,76,4.8,-3.4,,,,-1
245,정읍,2023-01-10 22:00,-0.5,81,4.8,-3.3,,,,-1.2
245,정읍,2023-01-10 23:00,-0.6,82,4.8,-3.2,,,,-1.6
245,정읍,2023-01-11 0:00,0,79,4.8,-3.2,,,,-1.7
245,정읍,2023-01-11 1:00,-1.4,85,4.7,-3.6,,,,-2.1
245,정읍,2023-01-11 2:00,-1.4,87,4.8,-3.2,,,,-2.3
245,정읍,2023-01-11 3:00,-1.1,83,4.7,-3.6,,,,-2.2
245,정읍,2023-01-11 4:00,-1.2,85,4.8,-3.4,,,,-2.6
245,정읍,2023-01-11 5:00,-1.8,89,4.8,-3.3,,,,-2.7
245,정읍,2023-01-11 6:00,-2.1,88,4.6,-3.8,,,,-2.9
245,정읍,2023-01-11 7:00,-2,89,4.7,-3.5,,,,-3.1
245,정읍,2023-01-11 8:00,-2.6,90,4.5,-4,0,,,-3
245,정읍,2023-01-11 9:00,-1.2,88,4.9,-2.9,0.6,,,-1.6
245,정읍,2023-01-11 10:00,0.9,79,5.2,-2.3,1,,,-0.3
245,정읍,2023-01-11 11:00,3.8,62,5,-2.8,1,,,-0.3
245,정읍,2023-01-11 12:00,6.1,59,5.6,-1.3,1,,,5.9
245,정읍,2023-01-11 13:00,7.5,59,6.1,0,1,,,10.3
245,정읍,2023-01-11 14:00,8.7,49,5.5,-1.4,1,,,11.9
245,정읍,2023-01-11 15:00,9.8,48,5.8,-0.7,1,,,11.2
245,정읍,2023-01-11 16:00,10.4,38,4.8,-3.3,1,,,8.6
245,정읍,2023-01-11 17:00,8.8,50,5.7,-1,1,,,5.1
245,정읍,2023-01-11 18:00,6.7,45,4.4,-4.4,0.3,,,1.9
245,정읍,2023-01-11 19:00,4.6,57,4.8,-3.2,,,,0.3
245,정읍,2023-01-11 20:00,3.6,65,5.2,-2.3,,,,-0.7
245,정읍,2023-01-11 21:00,2.4,69,5,-2.7,,,,-0.7
245,정읍,2023-01-11 22:00,1.7,70,4.9,-3.1,,,,-0.9
245,정읍,2023-01-11 23:00,1.5,71,4.9,-3.1,,,,-1.2
245,정읍,2023-01-12 0:00,2.2,63,4.5,-4.1,,,,-1.6
245,정읍,2023-01-12 1:00,2.8,62,4.6,-3.7,,,,-1.8
245,정읍,2023-01-12 2:00,1.4,71,4.8,-3.2,,,,-2
245,정읍,2023-01-12 3:00,1,74,4.9,-3.1,,,,-2.2
245,정읍,2023-01-12 4:00,0.1,79,4.9,-3.1,,,,-2.3
245,정읍,2023-01-12 5:00,1.2,75,5,-2.7,,,,-2.4
245,정읍,2023-01-12 6:00,0.4,82,5.2,-2.3,,,,-2.5
245,정읍,2023-01-12 7:00,0.9,80,5.2,-2.1,,,,-2.6
245,정읍,2023-01-12 8:00,0.4,80,5,-2.6,0,,,-2.5
245,정읍,2023-01-12 9:00,0.9,80,5.2,-2.1,0.6,,,-1.2
245,정읍,2023-01-12 10:00,5.1,64,5.6,-1.1,1,,,-0.4
245,정읍,2023-01-12 11:00,7.7,58,6.1,0,1,,,3.1
245,정읍,2023-01-12 12:00,11.2,45,6,-0.3,1,,,11.1
245,정읍,2023-01-12 13:00,13.9,45,7.1,2.1,1,,,14.6
245,정읍,2023-01-12 14:00,14.2,45,7.3,2.4,1,,,15.5
245,정읍,2023-01-12 15:00,16,42,7.6,3,1,,,14.9
245,정읍,2023-01-12 16:00,15.1,44,7.5,2.9,0.5,,,11.3
245,정읍,2023-01-12 17:00,14,49,7.8,3.4,0,,,9.6
245,정읍,2023-01-12 18:00,14.3,46,7.5,2.8,0,,,8
245,정읍,2023-01-12 19:00,14.3,50,8.1,4,,,,7.5
245,정읍,2023-01-12 20:00,13.6,57,8.8,5.2,,,,6.9
245,정읍,2023-01-12 21:00,13.8,66,10.4,7.5,,,,7.2
245,정읍,2023-01-12 22:00,13.2,76,11.5,9,,,,7.5
245,정읍,2023-01-12 23:00,14.3,76,12.4,10.1,,,,8.5
245,정읍,2023-01-13 0:00,14,82,13,10.9,,,,9.6
245,정읍,2023-01-13 1:00,14.7,78,12.9,10.8,,,,10
245,정읍,2023-01-13 2:00,15,79,13.4,11.3,,,,9.6
245,정읍,2023-01-13 3:00,15.1,83,14.2,12.2,,,,10.6
245,정읍,2023-01-13 4:00,15.6,81,14.3,12.3,,,,11.2
245,정읍,2023-01-13 5:00,15.6,83,14.7,12.7,,,,11.4
245,정읍,2023-01-13 6:00,15.4,87,15.2,13.2,,,,11.4
245,정읍,2023-01-13 7:00,14.9,89,15,13,,,,11.3
245,정읍,2023-01-13 8:00,14.6,92,15.3,13.3,0,,,11.7
245,정읍,2023-01-13 9:00,14.8,93,15.6,13.6,0,,,11.9
245,정읍,2023-01-13 10:00,15,93,15.8,13.8,0,,,12.7
245,정읍,2023-01-13 11:00,14.1,92,14.8,12.8,0,,,12.5
245,정읍,2023-01-13 12:00,13.4,94,14.4,12.4,0,,,12.1
245,정읍,2023-01-13 13:00,13.5,95,14.7,12.7,0,,,12.7
245,정읍,2023-01-13 14:00,14.5,91,15,13,0,,,15.7
